DRE;CODESC;TIPOESC;NOMES;NOMESCOFI;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
BT;308080;ESC.PART.;COLEGIO EVOLVE;COLEGIO EVOLVE;;BUTANTA;BUTANTA;RUA CLEMENTINE BRENNE;385;PARAISÓPOLIS;5659000;35027100;;;Ativa;54;MORUMBI;5403;35561174;35561174;;4 MESES A 5 ANOS;24/04/2014;46;17/04/2014;;14/fev/19;;;;-23606756;-46723840;31/12/2022
BT;309622;ESC.PART.;COLEGIO ITATIAIA;COLEGIO ITATIAIA;;BUTANTA;BUTANTA;RUA CUSTÓDIO DE OLIVEIRA;310;VILA SUZANA;5630050;27682999;35010671;;Ativa;94;VILA SONIA;9404;35007508;35007508;;4 MESES A 5 ANOS;24/10/2020;277;22/10/2020;;24/out/20;;;;-23611785;-46737078;31/12/2022
BT;308978;CR.P.CONV;CORUJINHA DO SABER;CORUJINHA DO SABER;;BUTANTA;BUTANTA;RUA JOSÉ CERQUEIRA BASTOS;92;JARDIM ESTER;5373090;37336798;;;Ativa;67;RIO PEQUENO;6703;35005138;35005138;;;20/12/2017;1;20/12/2017;23/dez/17;11/ago/21;;SABER VIVER VI;;-23585853;-46758925;31/12/2022
BT;308943;CR.P.CONV;CORUJINHA I;CORUJINHA I;;BUTANTA;BUTANTA;RUA ALVARENGA;2331;BUTANTÃ;5509006;32132441;;;Ativa;12;BUTANTA;1201;35005081;35005081;;;06/12/2017;1;06/12/2017;05/dez/17;13/abr/22;;CORUJINHA;;-23561284;-46712058;31/12/2022
BT;309103;CR.P.CONV;CORUJINHA II;CORUJINHA II;;BUTANTA;BUTANTA;RUA SENADOR OTÁVIO MANGABEIRA;482;JARDIM MORUMBI;5662000;21572193;;;Ativa;54;MORUMBI;5403;35005491;35005491;;;26/04/2018;6,0162E+15;26/04/2018;;24/fev/22;;;;-23609304;-46719745;31/12/2022
BT;309105;CR.P.CONV;CORUJINHA III;CORUJINHA III;;BUTANTA;BUTANTA;RUA PARNAÍBA;31;VILA INAH;5618020;21573883;;;Ativa;94;VILA SONIA;9403;35005493;35005493;;;03/05/2018;6,0162E+15;03/05/2018;;19/jul/19;;;;-23589302;-46725999;31/12/2022
BT;309104;CR.P.CONV;CORUJINHA IV;CORUJINHA IV;;BUTANTA;BUTANTA;AVENIDA GIOVANNI GRONCHI;2877;MORUMBI;5651002;21290829;;;Ativa;54;MORUMBI;5403;35005492;35005492;;;26/04/2018;6,0162E+15;26/04/2018;;12/abr/22;;;;-23606689;-46725028;31/12/2022
BT;308856;ESC.PART.;CRESCENTE,ESCOLA;CRESCENTE,ESCOLA;;BUTANTA;BUTANTA;RUA JOÃO GOMES JÚNIOR;832;JARDIM BONFIGLIOLI;5592001;37268694;;;Ativa;12;BUTANTA;1201;35008071;35008071;;04 MESES A 05 ANOS;18/10/2017;94;16/10/2017;;27/set/19;;;;-23580329;-46734631;31/12/2022
BT;301957;ESC.PART.;CRIARTE - BERCARIO E PRE-ECOLA;CRIARTE - BERCARIO E PRE-ECOLA;;BUTANTA;PINHEIROS;RUA PROFESSOR VAHIA DE ABREU;696;VILA OLIMPIA;4549003;38427272;;;Ativa;35;ITAIM BIBI;3502;35156401;35156401;;;;;;;01/out/96;;;;-23601236;-46680965;31/12/2022
BT;307372;ESC.PART.;CRYSTAL;CRYSTAL;;BUTANTA;BUTANTA;RUA MARECHAL OLÍMPIO MOURÃO FILHO;253;VILA SÃO FRANCISCO;5352080;37662485;;;Ativa;67;RIO PEQUENO;6701;35445204;35445204;;03 MESES A 5 ANOS;11/09/2010;48;09/09/2010;;11/set/10;;;;-23556136;-46758736;31/12/2022
BT;19249;EMEF;DAISY AMADIO FUJIWARA, PROFA.;DAISY AMADIO FUJIWARA, PROFA.;;BUTANTA;BUTANTA;RUA AMARALINA;141;JARDIM ARPOADOR;5565090;37820977;37831199;;Ativa;65;RAPOSO TAVARES;6503;35281438;35281438;1,621E+14;;11/01/2003;42788;10/01/2003;;13/ago/08;;JARDIM JOAO XXIII;;-23595554;-46787957;31/12/2022
BT;90042;EMEI;DALMO DO VALLE NOGUEIRA, DES.;DALMO DO VALLE NOGUEIRA, DES.;;BUTANTA;BUTANTA;RUA ANDRÉ SARAIVA;1140;VILA SÔNIA;5626001;37715208;;;Ativa;94;VILA SONIA;9403;35087609;35087609;1,621E+14;;14/12/1981;17.727;14/12/1981;;;;VILA SONIA;;-23597390;-46734287;31/12/2022
BT;303640;ESC.PART.;DAS ACACIAS, ESCOLINHA;DAS ACACIAS, ESCOLINHA;;BUTANTA;PINHEIROS;RUA PASSAROS E FLORES;199;JARDIM DAS ACACIAS;4704000;55610919;;;Ativa;35;ITAIM BIBI;3504;35105909;35105909;;1 ANO E 3 MESES A 5 ANOS;;;;;18/out/95;42811;;;-23623932;-46687929;31/12/2022
BT;309107;CR.P.CONV;DELFINA MARQUES JARDIM;DELFINA MARQUES JARDIM;;BUTANTA;BUTANTA;RUA PASCOAL ZULLINO;79;JARDIM ROSA MARIA;5547100;37839559;;;Ativa;65;RAPOSO TAVARES;6506;35005497;35005497;;;16/04/2018;6,0162E+15;16/04/2018;;05/mar/20;;VOVO TONY;;-23590807;-46769677;31/12/2022
BT;92711;EMEF;DEODORO DA FONSECA, MAL.;DEODORO DA FONSECA, MAL.;;BUTANTA;BUTANTA;PRACA IMPRENSA PAULISTA;30;CAXINGUI;5517020;37213843;37224371;;Ativa;12;BUTANTA;1203;35053235;35053235;1,621E+14;;16/11/1956;3.341;16/11/1956;;10/abr/81;;3,4,E 5 ESCOLAS MISTAS DO CAXINGUI;;-23582733;-46724030;31/12/2022
BT;308561;ESC.PART.;DI BERCUS, ESCOLA;DI BERCUS, ESCOLA;;BUTANTA;BUTANTA;RUA RAMIRO DE SANTA CRUZ ABREU;42;JARDIM BONFIGLIOLI;5592120;37313208;;;Ativa;12;BUTANTA;1201;35582748;35582748;;4 MESES A 5 ANOS;18/02/2016;7;16/02/2016;;11/jun/21;;;;-23577739;-46740320;31/12/2022
BT;303682;ESC.PART.;DIKO PATAKA E.E.I.;DIKO PATAKA E.E.I.;;BUTANTA;PINHEIROS;RUA INDIANA;276;BROOKLIN PAULISTA;4562000;55319787;;;Ativa;35;ITAIM BIBI;3501;35126147;35126147;;04 MESES A 05 ANOS;;;;;18/out/95;;;;-23613169;-46681359;31/12/2022
BT;306211;CR.P.CONV;DOM EMILIO PIGNOLI;DOM EMILIO PIGNOLI;;BUTANTA;BUTANTA;RUA LUÍSA CRAPSI ORSI;15;VILA ALBANO;5543000;37337508;;;Ativa;94;VILA SONIA;9401;35180865;35180865;;2 A 3 ANOS;;;;20/jul/02;06/nov/12;;SAGRADO CORACAO DE JESUS;;-23587122;-46753914;31/12/2022
BT;306196;CR.P.CONV;DONA ANA ROSA, INST;DONA ANA ROSA, INST;;BUTANTA;BUTANTA;RUA MÁRIO DIAS;113;JARDIM TRUSSARDI;5519110;37461708;;37461701;Ativa;94;VILA SONIA;9403;35180853;35180853;;0A A 3A;;;;20/jul/02;;;;;-23589556;-46730520;31/12/2022
BT;309249;ESC.PART.;DONATO E BARBIERI EDUCACAO INFANTIL;DONATO E BARBIERI EDUCACAO INFANTIL;;BUTANTA;PINHEIROS;RUA HOLLYWOOD;424;CIDADE MONÇÕES;4564040;37445000;;;Ativa;35;ITAIM BIBI;3503;35005795;35005795;;0 A 5 ANOS;23/10/2018;88;19/10/2018;;;;CARVALHO, DONATO E BARBIERI, E.I.;;-23609799;-46684248;31/12/2022
BT;307340;ESC.PART.;DREAM KIDS;DREAM KIDS;;BUTANTA;BUTANTA;RUA JOAQUIM CÂNDIDO DE AZEVEDO MARQUES;1234;VILA MORUMBI;5688021;37580077;;;Ativa;54;MORUMBI;5404;35444698;35444698;;0 A 5 ANOS;27/08/2010;46;25/08/2010;;27/ago/10;;;;-23615526;-46704916;31/12/2022
BT;308809;ESC.PART.;E.E.I. E BERCARIO SININHO - EIRELE - ME;E.E.I. E BERCARIO SININHO - EIRELE - ME;;BUTANTA;BUTANTA;AVENIDA COMENDADOR ALBERTO BONFIGLIOLI;425;JARDIM BONFIGLIOLI;5593000;37350871;;;Ativa;12;BUTANTA;1201;35005283;35005283;;03 MESES A 5 ANOS;26/07/2017;54;17/07/2017;;30/jul/21;;;;-23579954;-46737879;31/12/2022
BT;477;EMEF;EDA TEREZINHA CHICA MEDEIROS, PROFA.;EDA TEREZINHA CHICA MEDEIROS, PROFA.;;BUTANTA;BUTANTA;RUA ENGENHEIRO HUGO TAKAHASHI;333;RAPOSO TAVARES;5563120;37820714;;;Ativa;65;RAPOSO TAVARES;6504;35098474;35098474;1,621E+14;;26/10/1988;27.212;26/10/1988;;16/mar/91;;JARDIM EDUCANDARIO;;-23602076;-46783825;31/12/2022
BT;97047;EMEF;EDUCANDARIO DOM DUARTE, ANEXA AO;EDUCANDARIO DOM DUARTE, ANEXA AO;;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO HEITOR ANTÔNIO EIRAS GARCIA;5985;JARDIM ESMERALDA;5564200;37821908;;37821908;Ativa;65;RAPOSO TAVARES;6504;35092794;35092794;1,621E+14;;05/12/1985;21.673;05/12/1985;14/set/85;13/mar/01;;;;-23599701;-46781387;31/12/2022
BT;307178;ESC.PART.;EL MIGUELITO;EL MIGUELITO;;BUTANTA;BUTANTA;AVENIDA JORGE JOÃO SAAD;786;VILA PROGREDIOR;5618001;37428161;;;Ativa;54;MORUMBI;5403;35170859;35170859;;ZERO A 5 A;03/12/2009;99;26/11/2009;;03/dez/09;;;;-23593571;-46721304;31/12/2022
BT;90026;EMEI;EMIR MACEDO NOGUEIRA;EMIR MACEDO NOGUEIRA;;BUTANTA;BUTANTA;PRACA GENERAL ARARIPE DE FARIA;405;VILA GOMES;5590020;37267849;;;Ativa;12;BUTANTA;1201;35051639;35051639;1,621E+14;;;;;;18/set/85;;VILA GOMES - PI 53;;-23576872;-46731083;31/12/2022
BT;308773;ESC.PART.;ESCOLA ABRA - EDUCACAO POR PRINCIPIO;ESCOLA ABRA - EDUCACAO POR PRINCIPIO;;BUTANTA;BUTANTA;RUA LUÍS GONZAGA DE AZEVEDO NETO;183;VILA TRAMONTANO;5690040;37550139;;;Ativa;54;MORUMBI;5404;35006434;35006434;;;29/03/2017;9;14/03/2017;;02/jun/21;;BABYS WORLD BERCARIO EDUCACAO INFANTIL;;-23614752;-46704800;31/12/2022
BT;308859;ESC.PART.;ESCOLA AVIVA DESENV.INFANTIL;ESCOLA AVIVA DESENV.INFANTIL;;BUTANTA;PINHEIROS;RUA INDIANA;1096;BROOKLIN PAULISTA;4562002;28938773;;;Ativa;35;ITAIM BIBI;3503;35004835;35004835;;04 MESES A 05 ANOS;19/10/2017;100;16/10/2017;;15/abr/21;;;;-23608179;-46687440;31/12/2022
BT;308787;ESC.PART.;ESCOLA COALA KIDS;ESCOLA COALA KIDS;;BUTANTA;BUTANTA;RUA KAORU ODA;43;JARDIM DAS VERTENTES;5541060;37436890;;;Ativa;94;VILA SONIA;9401;35004517;35004517;;4 MESES A 5 ANOS E 11 MESES;16/05/2017;484;06/04/2017;;13/abr/22;;;;-23588177;-46742444;31/12/2022
BT;308049;ESC.PART.;ESCOLA DA PRACA;ESCOLA DA PRACA;;BUTANTA;BUTANTA;RUA PASCOAL ZULLINO;38;JARDIM ROSA MARIA;5547100;23698053;;;Ativa;65;RAPOSO TAVARES;6506;35514202;35514202;;0 A 5 ANOS;08/02/2014;26;05/02/2014;;19/ago/15;;;;-23590201;-46769737;31/12/2022
BT;307226;ESC.PART.;ESCOLA DA TURMA;ESCOLA DA TURMA;;BUTANTA;PINHEIROS;RUA PENSILVÂNIA;590;CIDADE MONCOES;4564002;55320327;;;Ativa;35;ITAIM BIBI;3503;35443906;35443906;;;31/03/2010;7;22/03/2010;;31/mar/10;;;;-23612909;-46684990;31/12/2022
BT;307961;ESC.PART.;ESCOLA DE SONHOS;ESCOLA DE SONHOS;;BUTANTA;BUTANTA;RUA OSIRIS MAGALHÃES DE ALMEIDA;28;JARDIM MONTE KEMEL;5634020;23893335;;;Ativa;94;VILA SONIA;9404;35483606;35483606;;6 MESES A 6 ANOS;17/05/2013;12;07/05/2013;;17/mai/13;;;;-23598442;-46740483;31/12/2022
BT;309763;ESC.PART.;ESCOLA JARDINS;ESCOLA JARDINS;;BUTANTA;PINHEIROS;RUA BELA CINTRA;1717;CONSOLAÇÃO;1415007;;;;Ativa;45;JARDIM PAULISTA;4502;35008216;35008216;;3 MESES A 5 ANOS E 11 MESES;23/10/2021;308;22/10/2021;;09/abr/22;;;;-23560541;-46665965;31/12/2022
BT;308075;ESC.PART.;ESCOLA QUACATU - UNIDADE II;ESCOLA QUACATU - UNIDADE II;;BUTANTA;BUTANTA;RUA JOÃO GOMES JÚNIOR;131;JARDIM BONFIGLIOLI;5592000;37335292;;;Ativa;12;BUTANTA;1201;35561685;35561685;;2 A 5 ANOS;13/03/2014;29;20/02/2014;;08/ago/18;;;;-23577370;-46739907;31/12/2022
BT;308362;ESC.PART.;ESCOLA VILA DOS BAIXINHOS;ESCOLA VILA DOS BAIXINHOS;;BUTANTA;BUTANTA;RUA DOUTOR SÍLVIO DANTE BERTACCHI;664;VILA SÔNIA;5625000;37423772;;;Ativa;94;VILA SONIA;9403;35578174;35578174;;06 MESES A 5 ANOS;25/08/2015;44;21/08/2015;;;;;;-23598081;-46732987;31/12/2022
BT;309676;ESC.PART.;ESFERA E.E.I.;ESFERA E.E.I.;;BUTANTA;PINHEIROS;ALAMEDA GABRIEL MONTEIRO DA SILVA;2472;JARDIM AMÉRICA;1442001;26143315;30622579;;Ativa;62;PINHEIROS;6204;35007960;35007960;;;20/05/2021;99;19/05/2021;;20/mai/21;;;;-23575920;-46690503;31/12/2022
BT;307124;ESC.PART.;ESPACO BRINCAR;ESPACO BRINCAR;;BUTANTA;PINHEIROS;RUA BEATRIZ;77;VILA MADALENA;5445040;30344832;;;Ativa;2;ALTO DE PINHEIROS;202;35434747;35434747;;18 M A 6 A;07/08/2009;77;07/08/2009;;07/ago/09;;;;-23550366;-46696974;31/12/2022
BT;308657;ESC.PART.;ESPACO COLORE EDUCACAO INFANTIL;ESPACO COLORE EDUCACAO INFANTIL;;BUTANTA;BUTANTA;RUA HEITOR DOS PRAZERES;193;FERREIRA;5522000;23610058;;;Ativa;94;VILA SONIA;9402;35004519;35004519;;0 MESES A 5 ANOS;30/06/2016;72;27/06/2016;;28/nov/19;;;;-23592024;-46735972;31/12/2022
BT;308843;ESC.PART.;ESPACO COLORIR BERCARIO E ESCOLA;ESPACO COLORIR BERCARIO E ESCOLA;;BUTANTA;BUTANTA;RUA JOÃO GOMES JÚNIOR;568;JARDIM BONFIGLIOLI;5592001;25791616;;;Ativa;12;BUTANTA;1201;35005227;35005227;;0  A 5 ANOS;04/10/2017;74;26/09/2017;;30/nov/18;;;;-23578528;-46736220;31/12/2022
BT;308032;ESC.PART.;ESPACO LIVRE;ESPACO LIVRE;;BUTANTA;PINHEIROS;RUA URUCU;88;BROOKLIN PAULISTA;4562010;55351929;;;Ativa;35;ITAIM BIBI;3504;35506278;35506278;;4M A 5A;18/01/2014;18;17/01/2014;;21/jan/14;;;;-23609739;-46686018;31/12/2022
BT;307657;ESC.PART.;ESPACO SINGULAR;ESPACO SINGULAR;;BUTANTA;PINHEIROS;RUA CONCEICAO DE MONTE ALEGRE;796;CIDADE MONCOES;4563062;34733250;;;Ativa;35;ITAIM BIBI;3503;35462524;35462524;;03 MESES A 5 ANOS;08/11/2011;66;04/11/2011;;08/nov/11;;BERCARIO ESCOLA SINGULAR, E. E. I.;;-23608019;-46688949;31/12/2022
BT;309558;CR.P.CONV;ESTRELINHAS DE PARAISOPOLIS;ESTRELINHAS DE PARAISOPOLIS;;BUTANTA;BUTANTA;RUA LEANDRO TEIXEIRA;80;PARAISÓPOLIS;5662060;998327674;;;Ativa;54;MORUMBI;5403;35007014;35007014;;;25/09/2019;6,0162E+15;25/09/2019;;13/mar/22;;PRO REI VI - PARAISOPOLIS;;-23610774;-46724545;31/12/2022
BT;309257;CR.P.CONV;ESTRELINHAS DO BUTANTA II;ESTRELINHAS DO BUTANTA II;;BUTANTA;BUTANTA;RUA JOSÉ ALVES CUNHA LIMA;548;VILA BUTANTÃ;5360050;;;;Ativa;67;RIO PEQUENO;6705;35005831;35005831;;;04/10/2018;6,0162E+15;04/10/2018;;15/jul/22;;CRESCER E APRENDER;;-23564901;-46746109;31/12/2022
BT;92851;EMEF;EUCLYDES DE OLIVEIRA FIGUEIREDO, GEN.;EUCLYDES DE OLIVEIRA FIGUEIREDO, GEN.;;BUTANTA;BUTANTA;RUA MARECHAL OLIMPIO MOURAO FILHO;187;CIDADE SAO FRANCISCO;5352080;37684542;37664380;;Ativa;67;RIO PEQUENO;6701;35053193;35053193;1,621E+14;;11/11/1970;9.135;11/11/1970;;10/abr/81;;;;-23557431;-46758491;31/12/2022
BT;306192;CR.P.CONV;EVA FURNARI;EVA FURNARI;;BUTANTA;BUTANTA;RUA RUI AMARAL LEMOS;553;VILA DALVA;5388070;;;;Ativa;67;RIO PEQUENO;6702;35180592;35180592;;1A A 3A;;;;20/jul/02;26/abr/12;;DOM BOSCO;;-23567651;-46765825;31/12/2022
BT;307830;ESC.PART.;EXPRESSAO;EXPRESSAO;;BUTANTA;BUTANTA;RUA DOUTOR ULPIANO DA COSTA MANSO;467;JARDIM PERI PERI;5538000;37460786;;;Ativa;94;VILA SONIA;9401;35478076;35478076;;2A A 5A;28/08/2012;100;27/08/2012;;28/ago/12;;;;-23585407;-46737913;31/12/2022
BT;308333;ESC.PART.;FADELITO EDUCACAO INFANTIL - FADELITO III;FADELITO EDUCACAO INFANTIL - FADELITO III;;BUTANTA;BUTANTA;RUA DOUTOR LUIZ MIGLIANO;425;JARDIM CABORÉ;5711001;29368941;;;Ativa;94;VILA SONIA;9404;35577637;35577637;;;30/01/2014;22;24/01/2014;;12/mai/20;;;;-23609598;-46746341;31/12/2022
BT;309825;ESC.PART.;FADELITO JARDINS EDUCACAO INFANTIL LTDA;FADELITO JARDINS EDUCACAO INFANTIL LTDA;;BUTANTA;PINHEIROS;ALAMEDA CASA BRANCA;583;JARDIM PAULISTA;1408001;;;;Ativa;45;JARDIM PAULISTA;4502;35009056;35009056;;4 MESES A 5 ANOS E 11 MESES;10/05/2022;188;05/05/2022;;10/mai/22;;;;-23565905;-46659577;31/12/2022
BT;307716;ESC.PART.;FADELITO, C. E.;FADELITO, C. E.;;BUTANTA;BUTANTA;RUA CENOBELINO SERRA;71;JARDIM TRUSSARDI;5518010;37410179;;;Ativa;94;VILA SONIA;9402;35463176;35463176;;4M A 5A;16/12/2011;97;13/12/2011;;16/dez/11;;;;-23587769;-46728136;31/12/2022
BT;307727;ESC.PART.;FADELITO, C.E.;FADELITO, C.E.;;BUTANTA;BUTANTA;PRACA ISAI LEINER;164;JARDIM BONFIGLIOLI;5592140;37313382;;;Ativa;12;BUTANTA;1201;35465823;35465823;;4 M A 5 A;03/02/2012;16;02/02/2012;;03/fev/12;;;;-23577247;-46741359;31/12/2022
BT;309799;ESC.PART.;FADELITO, E.I.;FADELITO, E.I.;;BUTANTA;PINHEIROS;RUA FRANCISCO LEITÃO;497;PINHEIROS;5414025;;;;Ativa;62;PINHEIROS;6201;35008521;35008521;;4 MESES A 5 ANOS E 11 MESES;05/01/2022;1;03/01/2022;;05/jan/22;;;;-23560626;-46681965;31/12/2022
BT;308673;CR.P.CONV;FAZENDO ARTE;FAZENDO ARTE;;BUTANTA;BUTANTA;RUA JOAQUIM GALVÃO;544;VILA SÔNIA;5627010;37392326;;;Ativa;94;VILA SONIA;9403;35586729;35586729;;;31/05/2016;2,01601E+11;31/05/2016;;;;;;-23594632;-46729975;31/12/2022
BT;90123;EMEI;FERNANDO PESSOA;FERNANDO PESSOA;;BUTANTA;BUTANTA;RUA BARTOLOMEO BON;105;JARDIM DRACENA;5528200;37510256;;;Ativa;94;VILA SONIA;9401;35092800;35092800;1,621E+14;;19/07/1985;21.111;19/07/1985;;13/mar/01;;JARDIM DRACENA;;-23593766;-46759286;31/12/2022
BT;309677;ESC.PART.;FLOR DE PITANGUEIRA;FLOR DE PITANGUEIRA;;BUTANTA;BUTANTA;RUA DOUTOR ÁLVARO OSÓRIO DE ALMEIDA;69;VILA UNIVERSITÁRIA;5359030;23674956;;;Ativa;67;RIO PEQUENO;6705;35007964;35007964;;;21/05/2021;102;20/05/2021;;21/mai/21;;;;-23573096;-46743297;31/12/2022
BT;306194;CR.P.CONV;FRATERNIDADE MARIA DE NAZARE;FRATERNIDADE MARIA DE NAZARE;;BUTANTA;PINHEIROS;RUA SAO MACARIO;107;VILA MADALENA;5443040;30326510;;;Ativa;2;ALTO DE PINHEIROS;202;35180634;35180634;;ZERO A 3 A ;;;;20/jul/02;12/nov/11;;;;-23553396;-46697116;31/12/2022
BT;90107;EMEI;GILBERTO CHAVES, DEP.;GILBERTO CHAVES, DEP.;;BUTANTA;BUTANTA;RUA SARA NEWTON;100;JARDIM BOA VISTA;5583030;37824787;;37821145;Ativa;65;RAPOSO TAVARES;6502;35087592;35087592;1,621E+14;;06/04/1982;17.914;06/04/1982;;01/set/82;;JARDIM BOA VISTA;;-23583511;-46792136;31/12/2022
BT;308652;ESC.PART.;GIRA GIRASSOL, C.E.I.;GIRA GIRASSOL, C.E.I.;;BUTANTA;BUTANTA;AVENIDA MAURO MARQUES DA SILVA;345;VILA ANTÔNIO;5376030;35422397;;;Ativa;67;RIO PEQUENO;6703;35586225;35586225;;4 MESES A 2 ANOS;18/06/2016;74;16/06/2016;;;;;;-23580535;-46767526;31/12/2022
BT;309794;ESC.PART.;GIRAFINHA KIDS;GIRAFINHA KIDS;;BUTANTA;BUTANTA;RUA DIAS VIEIRA;313;VILA SÔNIA;5632090;;;;Ativa;94;VILA SONIA;9403;35008356;35008356;;4 MESES A 5 ANOS E 11 MESES;08/12/2021;465;06/12/2021;;08/dez/21;;;;-23596556;-46731889;31/12/2022
BT;308252;ESC.PART.;GLOBAL ME;GLOBAL ME;;BUTANTA;PINHEIROS;RUA COLÔMBIA;66;JARDIM AMÉRICA;1438000;30859662;30652440;;Ativa;45;JARDIM PAULISTA;4502;35571155;35571155;;1 A 5 ANOS;25/03/2015;10;23/03/2015;;;;;;-23566231;-46667088;31/12/2022
BT;308846;ESC.PART.;GRUPO OFICINA;GRUPO OFICINA;;BUTANTA;BUTANTA;AVENIDA MARTIN LUTHER KING;1466;CIDADE SÃO FRANCISCO;5352020;37653576;;;Ativa;67;RIO PEQUENO;6701;35005185;35005185;;01 ANO A 05 ANOS;10/10/2017;83;06/10/2017;;16/out/19;;;;-23557068;-46762207;31/12/2022
BT;92801;EMEF;IBRAHIM NOBRE;IBRAHIM NOBRE;;BUTANTA;BUTANTA;RUA CORONEL SALVADOR DE MOYA;263;VILA ALBA;5368020;37316153;37354381;;Ativa;67;RIO PEQUENO;6704;35053200;35053200;1,621E+14;;11/11/1970;9.132;11/11/1970;;10/abr/81;;;;-23575350;-46753022;31/12/2022
BT;19160;EMEF;ILEUSA CAETANO DA SILVA, PROFA.;ILEUSA CAETANO DA SILVA, PROFA.;;BUTANTA;BUTANTA;RUA D;10;JARDIM EDUCANDARIO;5564100;37829767;;37829770;Ativa;65;RAPOSO TAVARES;6504;35224236;35224236;1,621E+14;;16/02/1998;37.325;16/02/1998;;13/mar/01;;BUTANTA;;-23599830;-46776741;31/12/2022
BT;306109;ESC.PART.;INTERACAO RECREACAO INFANTIL;INTERACAO RECREACAO INFANTIL;;BUTANTA;BUTANTA;RUA FRANCISCO PRETO;131;VILA MORSE;5623010;;;;Ativa;94;VILA SONIA;9402;35170793;35170793;;;;;;;03/mai/01;;;;-23600452;-46727760;31/12/2022
BT;306910;CR.P.CONV;IPE;IPE;;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO HEITOR ANTÔNIO EIRAS GARCIA;5985;JARDIM ESMERALDA;5564200;37826709;;37826709;Ativa;65;RAPOSO TAVARES;6504;35391220;35391220;;ZERO A 03 ANOS ;03/04/2008;2008.0.077.734.3;03/04/2008;03/abr/08;05/mai/12;;;;-23598217;-46781338;31/12/2022
BT;309102;CR.P.CONV;IRENE GOMES DOS SANTOS;IRENE GOMES DOS SANTOS;;BUTANTA;BUTANTA;RUA BARAO DE MELGACO;126;REAL PARQUE;5684030;26916180;;;Ativa;54;MORUMBI;5404;35005488;35005488;;;25/04/2018;6,0162E+15;25/04/2018;;23/mar/22;;UM NOVO SONHO;;-23609144;-46706197;31/12/2022
BT;90484;EMEI;ISABEL COLOMBO, PROFA.;ISABEL COLOMBO, PROFA.;;BUTANTA;PINHEIROS;AVENIDA PADRE ANTONIO JOSE DOS SANTOS;1511;CIDADE MONCOES;4563004;55063713;55067220;;Ativa;35;ITAIM BIBI;3503;35051767;35051767;1,621E+14;;;;;;27/mar/85;;MONCOES - PI 105;;-23606955;-46691255;31/12/2022
BT;306219;CR.P.CONV;IZABEL MENDES DE CASTRO, R.I.;IZABEL MENDES DE CASTRO, R.I.;;BUTANTA;PINHEIROS;RUA AMARO CAVALHEIRO;124;PINHEIROS;5425010;30318218;;;Ativa;62;PINHEIROS;6202;35180622;35180622;;0 A 3 ANOS;;;;20/jul/02;24/jan/12;;;;-23565299;-46699011;31/12/2022
BT;400089;CEI DIRET;JARDIM JULIETA;JARDIM JULIETA;;BUTANTA;BUTANTA;RUA SALVADOR NASCIMENTO;223;VILA NOVA ALBA;5363110;37313819;37331716;37313819;Ativa;67;RIO PEQUENO;6705;35239446;35239446;1,621E+14;0 A 3 ANOS;07/05/1992;31.515;07/05/1992;;22/mai/07;;;;-23572339;-46747706;31/12/2022
BT;309694;ESC.PART.;JARDIM APOEMA INICIATIVA WALDORF LIVRE;JARDIM APOEMA INICIATIVA WALDORF LIVRE;;BUTANTA;PINHEIROS;RUA TEXAS;223;BROOKLIN PAULISTA;4557000;;;;Ativa;35;ITAIM BIBI;3503;35008064;35008064;;1 A 5 ANOS;28/07/2021;206;26/07/2021;;28/jul/21;;;;-23607568;-46678560;31/12/2022
BT;400639;CEI INDIR;JARDIM ARPOADOR;JARDIM ARPOADOR;;BUTANTA;BUTANTA;RUA GENERAL ASDRUBAL DA CUNHA;1299;JARDIM ARPOADOR;5565000;37840454;;37880736;Ativa;65;RAPOSO TAVARES;6505;35309266;35309266;;1 A 3 ANOS ;;;;01/fev/07;03/abr/12;;;;-23596616;-46787098;31/12/2022
BT;400783;CEI INDIR;JARDIM EDITE;JARDIM EDITE;;BUTANTA;PINHEIROS;RUA CHARLES COULOMB;30;CIDADE MONCOES;4576030;55053015;;;Ativa;35;ITAIM BIBI;3503;35483436;35483436;;0A A 3A;29/12/2012;53.677;29/12/2012;06/mai/13;21/abr/21;;;;-23612950;-46695209;31/12/2022
BT;307107;ESC.PART.;JARDIM ESCOLA ESQUILINHO;JARDIM ESCOLA ESQUILINHO;;BUTANTA;PINHEIROS;RUA HARMONIA;879;SUMAREZINHO;5435001;38128899;;;Ativa;62;PINHEIROS;6201;35294962;35294962;;1 A 6 A ;11/06/2009;66;05/06/2009;;11/jun/09;;;;-23550744;-46691114;31/12/2022
